comment,clean_comment,sentiment
"mas grib slow bet wakk.... gw ngeliat dia gak kaya pejabat2 pada umumnya yg kaku, serius dsb. lebih ke gaya anak muda nongkrong skrng....",mas grib slow bet wakk gw ngeliat dia gak kaya pejabat pada umumnya yg kaku serius dsb lebih ke gaya anak muda nongkrong skrng,negative
Sampah negara,sampah negara,negative
Ikn keren bro uda kaya kota maju bukan kota hantu klo nda percaya datang kesini,ikn keren bro uda kaya kota maju bukan kota hantu klo nda percaya datang kesini,positive
Mas gibran sukses sllu,mas gibran sukses sllu,neutral
Kok di sini gak plonga plongo mas Gibran?,kok di sini gak plonga plongo mas gibran,negative
Itu pas ngasih bebek atau makanan gbsa di kasi racun aja kah dia biar ngerasain keracunan,itu pas ngasih bebek atau makanan gbsa di kasi racun aja kah dia biar ngerasain keracunan,neutral
"Coki kan bagian dari malaka, bagaimana kalo undang gibran ke malaka dan deeptalk sama ferry irwandi bahas rencana membangun indonesia ke depan gimana. Kayaknya lebih menarik isi kontennya.",coki kan bagian dari malaka bagaimana kalo undang gibran ke malaka dan deeptalk sama ferry irwandi bahas rencana membangun indonesia ke depan gimana kayaknya lebih menarik isi kontennya,negative
Lo ngak tau 😮😮😮,lo ngak tau,negative
berani,berani,positive
nyawit nih orang,nyawit nih orang,negative
mas panji dengan tujuan politiknya ingin mas gibran tuh marah gitu loh nuntut kek..,mas panji dengan tujuan politiknya ingin mas gibran tuh marah gitu loh nuntut kek,negative
Wkwk ngakak suruh milih lucuan pandji atau roy suryo 😂😂,wkwk ngakak suruh milih lucuan pandji atau roy suryo,neutral
"ngapain menanggapin hal seperti itu,padahal ada ya lebih penting,masyarakat yg terdampak banjir dan tanah longsor mereka yg harus bapak wapres sambangin,bukan acara seperti itu,bapak itu wapres bukan artis biarkan aja masyarakat bicara apa,yg penting bapak wapres tetap peduli sama masyarakat,indonesia lagi dilanda bencana,di sumatera aja belum selesai belum daerah lain banyak yg terdampak banjir itu yg seharusnya menjadi prioritas.",ngapain menanggapin hal seperti itupadahal ada ya lebih pentingmasyarakat yg terdampak banjir dan tanah longsor mereka yg harus bapak wapres sambanginbukan acara seperti itubapak itu wapres bukan artis biarkan aja masyarakat bicara apayg penting bapak wapres tetap peduli sama masyarakatindonesia lagi dilanda bencanadi sumatera aja belum selesai belum daerah lain banyak yg terdampak banjir itu yg seharusnya menjadi prioritas,negative
sattttt😭,sattttt,negative
recal recal depan orangnya jir,recal recal depan orangnya jir,negative
4:34 bangsat lu coki😅😅😅😅,bangsat lu coki,negative
"Berapa hari di papua ?
Kemaren kita ke Biak, ke Wamena terus pulang. Sebentar sih sebentar.",berapa hari di papua kemaren kita ke biak ke wamena terus pulang sebentar sih sebentar,neutral
Ujung ujung nya jualan Bebek Carok😂,ujung ujung nya jualan bebek carok,negative
Salfok dibelakang kamera berjejer paspampres berdiri pake baju bebas  13:14,salfok dibelakang kamera berjejer paspampres berdiri pake baju bebas,neutral
Bener2 talkshow laknat ini woi!!...😂😂😂,bener talkshow laknat ini woi,negative
17:00 jatohnya gratifikasi jadinya 🤣,jatohnya gratifikasi jadinya,negative
Fufufafa itu siapa sih?,fufufafa itu siapa sih,negative
Ngakak ajirt 😅😅😅😂😂,ngakak ajirt,negative
yg diroasting santai yg gak santai fansnya 😂,yg diroasting santai yg gak santai fansnya,negative
wkwkwkwkkkk,wkwkwkwkkkk,positive
"Padahal ""sleeping eyes"" atau mata sayu itu memang ada yg bawaan genetik, pernah liat ada bocil yg matanya kyak orang ngantuk atau mabook , dan itu normal kok",padahal sleeping eyes atau mata sayu itu memang ada yg bawaan genetik pernah liat ada bocil yg matanya kyak orang ngantuk atau mabook dan itu normal kok,negative
Gak kuat 😭😭,gak kuat,negative
ngantukan nih orang,ngantukan nih orang,negative
Aura dari mantan pemimpin Olos nya sangat kuat.,aura dari mantan pemimpin olos nya sangat kuat,positive
"Jawabannya sii g pa2, ga pa2... tp dibelakang g tau 🤭🤔",jawabannya sii g pa ga pa tp dibelakang g tau,negative
Wapres Gibran be like : lumayan transfer pahala dari Pandji 😅,wapres gibran be like lumayan transfer pahala dari pandji,neutral
njirrr di bawa lngsung org nya😂😂 org berdua yg ngomong gw yg takut😂😂😂,njirrr di bawa lngsung org nya org berdua yg ngomong gw yg takut,negative
“Ini rumah makan? gak dikasih makan”😂😂😂,ini rumah makan gak dikasih makan,negative
"Nganggur bet, sangking kaga ada kerjaan, klo coki mah ktauan Buzzerp dr dlu",nganggur bet sangking kaga ada kerjaan klo coki mah ktauan buzzerp dr dlu,negative
"Piyantu Jawi punya pepatah Jawa "" Ana Catur Mungkur"" ya begitulah selownya. 11 12 dg bapaknya.",piyantu jawi punya pepatah jawa ana catur mungkur ya begitulah selownya dg bapaknya,neutral
Slow,slow,negative
"Mumpung bahas MBG
Mewakili SDN Banyu Urip 3 Sby belum ada sampai sekarang.program MBG nya",mumpung bahas mbg mewakili sdn banyu urip sby belum ada sampai sekarangprogram mbg nya,neutral
NYAWIT NIH ORANG,nyawit nih orang,negative
Saya Salah 1 Kuli Pekerja Di pembangunan IKN .  IKN tidak Seperti Proyek Candi Hambalang ! 🖕,saya salah kuli pekerja di pembangunan ikn ikn tidak seperti proyek candi hambalang,negative
Nah gini langsung depan orgnya jangan depan pak anies nambah seneng dong pak anies 😂😂,nah gini langsung depan orgnya jangan depan pak anies nambah seneng dong pak anies,positive
tretan coki the real enabler rezim inkompeten. kritik substantif jadinya hanya sampai sebagai joke no evaluasi,tretan coki the real enabler rezim inkompeten kritik substantif jadinya hanya sampai sebagai joke no evaluasi,negative
Keluarkan kodamnya Fufu Fafa harusnya😡😡😡,keluarkan kodamnya fufu fafa harusnya,negative
"Biasa aja kelen, pembungkaman itu cuman sama orang2 tertentu yang baper anti kritik. Tokoh2 besar kayak gini sama pemerintah secara umum biasa saja",biasa aja kelen pembungkaman itu cuman sama orang tertentu yang baper anti kritik tokoh besar kayak gini sama pemerintah secara umum biasa saja,negative
Ahh pemuda solo itu lagi ...,ahh pemuda solo itu lagi,negative
keren🤝👏👏,keren,positive
Pas pampres auto ngumpul di dapur buat cek menu😅,pas pampres auto ngumpul di dapur buat cek menu,neutral
"13:20 bagas dalam hati anjir kalian bercanda
Aku gunda gulana
🤣🤣🤣🤣",bagas dalam hati anjir kalian bercanda aku gunda gulana,positive
Respect respect 🎉🎉,respect respect,negative
Jujur mas Gibran lebih aktif dripada pak maruf amin jir😂,jujur mas gibran lebih aktif dripada pak maruf amin jir,positive
"Ahhh berdua ganggu, kan pengen denger jawabnnya yg ditengah..suka ngasih ide jawaban nih yg dipinggir😂 takut masuk jurang",ahhh berdua ganggu kan pengen denger jawabnnya yg ditengahsuka ngasih ide jawaban nih yg dipinggir takut masuk jurang,negative
Akhirnya buzzer Gibran makan bareng,akhirnya buzzer gibran makan bareng,neutral
Cantik cantik mbanya,cantik cantik mbanya,positive
Muslim yag diundang kog orang aneh² terus,muslim yag diundang kog orang aneh terus,negative
Cair-cair,caircair,negative
Jirrrr kirain video AI,jirrrr kirain video ai,negative
Semoga sehat selalu mas Wapres selalu dalam lindungan Allah,semoga sehat selalu mas wapres selalu dalam lindungan allah,positive
bahahahaha,bahahahaha,positive
yg gua suka dari tretan sama coky sllu keren🔥🔥,yg gua suka dari tretan sama coky sllu keren,positive
"""Profesional Sinner"" 🤘",profesional sinner,positive
Cara bicara nya mirip bapaknya dah,cara bicara nya mirip bapaknya dah,neutral
Gibran klo ga wapres kata gw mah udh ngakak sih secara jokes nya dia dark juga 😂,gibran klo ga wapres kata gw mah udh ngakak sih secara jokes nya dia dark juga,positive
Mas wapres  🔥 🔥,mas wapres,neutral
ngantuk aja jadi wapres 😂😂😂,ngantuk aja jadi wapres,neutral
Perasaan wapres 2019 gak kek gini,perasaan wapres gak kek gini,negative
Tayangan ga ramah buzzer 😂,tayangan ga ramah buzzer,negative
Anj emang bang coki panggil wapres Ela Elu wkwkwk ngakak parah,anj emang bang coki panggil wapres ela elu wkwkwk ngakak parah,positive
👑,,ERROR
Padahal nunggu pertanyaan 19 juta lapangan pekerjaan ngg ada 😂😂dikit berharap bakalan ada,padahal nunggu pertanyaan juta lapangan pekerjaan ngg ada dikit berharap bakalan ada,negative
"Prabowo ke inggris ketemu PM Keir Starmer dan Raja Charles III, dibelahan dunia lain mas mas ini bertemu dengan cokmus zzzzzz",prabowo ke inggris ketemu pm keir starmer dan raja charles iii dibelahan dunia lain mas mas ini bertemu dengan cokmus zzzzzz,neutral
Wah. tinggal ke skakmat,wah tinggal ke skakmat,neutral
BERANI BANGET,berani banget,positive
Kapan lagi lihat Gibran kena OTT KPK karna gratifikasi Bebek carok seumur hidup 😂😂😂,kapan lagi lihat gibran kena ott kpk karna gratifikasi bebek carok seumur hidup,negative
ngobrol sama atmin,ngobrol sama atmin,neutral
TOLAK MBG!,tolak mbg,negative
Rekrut mas gibran suruh masak aja🔥,rekrut mas gibran suruh masak aja,neutral
"Yg gua tunggu joks 19 jt lapangan pekerjaan,ny mana bang coki, muslim?. 🤭",yg gua tunggu joks jt lapangan pekerjaanny mana bang coki muslim,negative
CHAKSSSS,chakssss,negative
🥱🥱🥱,,ERROR
saya kok ngerasa tabu dan ngeri-ngeri sedap,saya kok ngerasa tabu dan ngeringeri sedap,negative
Kiper * skuy tutor jadi komisaris sedot WC akwkwowkwko,kiper skuy tutor jadi komisaris sedot wc akwkwowkwko,neutral
07.50 punchline nya pa Wapres lucu banget lagi sialan😂😂.. Waiters nya ketar-ketir😅😅,punchline nya pa wapres lucu banget lagi sialan waiters nya ketarketir,negative
Paling lucu dari pertanyaan ini adalah roy sama paanji lebi  lucunya siapa?,paling lucu dari pertanyaan ini adalah roy sama paanji lebi lucunya siapa,positive
Puncak ketololan yg hakiki.. punya wapres yg podcast hahahihi sana sini bersama buzzer2nya. Padahal negara sedang kacau bencana di mana2.. orang2 menganggur menunggu 19juta lapangan kerja..blooookkkk,puncak ketololan yg hakiki punya wapres yg podcast hahahihi sana sini bersama buzzernya padahal negara sedang kacau bencana di mana orang menganggur menunggu juta lapangan kerjablooookkkk,negative
"Diundang Tretan bisa dateng, diundang Pandji di youtube Skakmat ga pernah dateng tuh",diundang tretan bisa dateng diundang pandji di youtube skakmat ga pernah dateng tuh,neutral
"Gw sebelum nonton tegang :3
Habis nonton ah dhlh",gw sebelum nonton tegang habis nonton ah dhlh,negative
anjg final boss lapangan kerja,anjg final boss lapangan kerja,neutral
gibran tuh vibesnya positif anjay,gibran tuh vibesnya positif anjay,positive
AFK,afk,positive
kalau bukan jokowi biadab jadi apa ini sih Samsul yaa,kalau bukan jokowi biadab jadi apa ini sih samsul yaa,negative
Kedua komika ini memang paling suka bergelantungan diatas jurang 😂😂😂,kedua komika ini memang paling suka bergelantungan diatas jurang,positive
12:58 WKWWKWKWKK,wkwwkwkwkk,positive
Kontrak brapa tahun ni paman coki,kontrak brapa tahun ni paman coki,neutral
roy suryo 🤣🤣🤣,roy suryo,positive
"Kedua komika yg dengan vendor yg berbada 😂😂😂😂,",kedua komika yg dengan vendor yg berbada,neutral
next konten aduan masyarakat bersama gibran😂,next konten aduan masyarakat bersama gibran,neutral
"sebagai masyarakat umum aku malu punya wapres kaya gini cok. ini apaan wapres tampil di konten YouTube mencoreng wajah bangsa Indonesia. saat rusuh agustus anda kemana gak pernah tu tampil menenangkan masyarakat saat presiden mencoba tampil gak ada tu batang hidung anda,  jadi anda mau tampil hanya untuk masalah hidup anda doang kalo masalah publik anda sembunyi gitu wkwkwk",sebagai masyarakat umum aku malu punya wapres kaya gini cok ini apaan wapres tampil di konten youtube mencoreng wajah bangsa indonesia saat rusuh agustus anda kemana gak pernah tu tampil menenangkan masyarakat saat presiden mencoba tampil gak ada tu batang hidung anda jadi anda mau tampil hanya untuk masalah hidup anda doang kalo masalah publik anda sembunyi gitu wkwkwk,negative
Pandji kalau nonton ini gimana perasaanya 😂,pandji kalau nonton ini gimana perasaanya,negative
CUMA NEGARA INI DOANG WAPRES DI BECANDAIN KAYA ANAK KECIL😂,cuma negara ini doang wapres di becandain kaya anak kecil,negative
2 orang gila' sedang memasak 😅,orang gila sedang memasak,negative
"ampuuunnnnn... 
Sayangnya tidak cukup banyak netizen +62 yaang memahami ini sebagai cara Roasting yang Highclass.... 
Keren abang bertiga🤝😇",ampuuunnnnn sayangnya tidak cukup banyak netizen yaang memahami ini sebagai cara roasting yang highclass keren abang bertiga,positive
Sudah dipastikan seluruh aliansi buzzer berkumpul untuk memantau channel ini 😂,sudah dipastikan seluruh aliansi buzzer berkumpul untuk memantau channel ini,neutral
Bro sabar banget😂,bro sabar banget,positive
Kurang lama sih ini,kurang lama sih ini,negative
"Sebenarnya pemerintah yg busuk itu di tempat tempat yg ga terlihat oleh publik.. Presiden dan wakilnya saya berani jamin mereka pasti akan bekerja dengan baik karena mereka sosok paling terlihat.. 

Tapi pejabat daerah yg kurang terkenal memang biasanya lebih memungkinkan melakukan kesalahan.. 



Pokoknya yg sifatnya terkenal mereka bisa di bilang pejabat yg selalu memperbaiki diri karena terpampang.. Kaya KDM, Kepala desa yg terkenal itu... 

Mungkin baiknya para pejabat Indonesia harus aktif di sosial media agar gerak gerik terlibat, dan hasilnya terlihat",sebenarnya pemerintah yg busuk itu di tempat tempat yg ga terlihat oleh publik presiden dan wakilnya saya berani jamin mereka pasti akan bekerja dengan baik karena mereka sosok paling terlihat tapi pejabat daerah yg kurang terkenal memang biasanya lebih memungkinkan melakukan kesalahan pokoknya yg sifatnya terkenal mereka bisa di bilang pejabat yg selalu memperbaiki diri karena terpampang kaya kdm kepala desa yg terkenal itu mungkin baiknya para pejabat indonesia harus aktif di sosial media agar gerak gerik terlibat dan hasilnya terlihat,negative
Coba dong yg naanya nanya Mutan nya tretaan 😂😂,coba dong yg naanya nanya mutan nya tretaan,neutral
Ini sudah di pinggir lahar lagi kalau ngejoks,ini sudah di pinggir lahar lagi kalau ngejoks,negative
Mli kpan ke ikn,mli kpan ke ikn,neutral
"Dari tiktok ke sini, Bravo",dari tiktok ke sini bravo,positive
"Rispek, orang tolol saling ngasih panggung.",rispek orang tolol saling ngasih panggung,negative
Said Iqbal demo ke ikn 😂,said iqbal demo ke ikn,neutral
mana tuh lowongan kerja 19 juta pinter  berjanji tapi ga terbukti....😅😅,mana tuh lowongan kerja juta pinter berjanji tapi ga terbukti,negative
Final boss 😂,final boss,neutral
Langsung di depan PRINCES,langsung di depan princes,neutral
enak saya kemarin makan kesana,enak saya kemarin makan kesana,positive
Coki nahan ketawa sampe meninggal,coki nahan ketawa sampe meninggal,negative
Kok ga bahas 19 juta lapangan padel pak tretan?,kok ga bahas juta lapangan padel pak tretan,negative
Mas Gibran contoh pemimpin yg bijak gak baper gak lebay biar masih muda dewasa  cara berpikirnya,mas gibran contoh pemimpin yg bijak gak baper gak lebay biar masih muda dewasa cara berpikirnya,positive
"risetnya kurang berati, gibran pernah marah pas ibunya diejek komikus di twitter 👍",risetnya kurang berati gibran pernah marah pas ibunya diejek komikus di twitter,negative
apa arti dari comedy??,apa arti dari comedy,neutral
"Dari lahir memang begitu mata saya  tersirat politis nya kuat banget, itu karena udah di roasting jadi pasang mimik wajah ceria terus karena konten Pandji dah jadi konsumsi publik takut nya perhatian publik tergerus sedikit demi sedikit jadi itu masalah serius sepele tapi serius kalau didiamkan saja wkwkw hafal pola-pola begini",dari lahir memang begitu mata saya tersirat politis nya kuat banget itu karena udah di roasting jadi pasang mimik wajah ceria terus karena konten pandji dah jadi konsumsi publik takut nya perhatian publik tergerus sedikit demi sedikit jadi itu masalah serius sepele tapi serius kalau didiamkan saja wkwkw hafal polapola begini,negative
Tretan muslim bangsaatt 😂😂 12:57,tretan muslim bangsaatt,negative
Ini A. I bukan?,ini a i bukan,negative
deadwood butuh durasi 1-2 jam,deadwood butuh durasi jam,negative
Ini baru leveling dewa rosting ya❤,ini baru leveling dewa rosting ya,negative
Ultimate!,ultimate,positive
wapres rasa temen tongkrongan cuy 👉😂👈,wapres rasa temen tongkrongan cuy,neutral
"Lebih epic lagi kalau nanya permasalahan dia yg lagi rame , jawaban beliau apa jadi jelas, pasif santai GPP iya santai GPP iya santai GPP 99x",lebih epic lagi kalau nanya permasalahan dia yg lagi rame jawaban beliau apa jadi jelas pasif santai gpp iya santai gpp iya santai gpp x,negative
Menurut young kadrun: Pokoknya dia harus marah....harus ngantuk...harus AI ...harus ngeri ...Harus pura2 takut diapa2in biar kesannya gibran otoritas kyk hitler. wkwkwkw Kontol syariah,menurut young kadrun pokoknya dia harus marahharus ngantukharus ai harus ngeri harus pura takut diapain biar kesannya gibran otoritas kyk hitler wkwkwkw kontol syariah,negative
